fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"2697","7828","22703015",Dendrocincla turdina,"1","1","1","Ridgley, 2003;del Hoyo et al, 2003; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,74.15430435714,104.989970639901
"2698","7830","103661296",Dendrocolaptes punctipectus,"1","1","1","Ridgley, 2003; del Hoyo et al, 2003; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,Here we consider Dendrocolaptes sanctithomae distinct from Amazonian Dendrocolaptes certhia (Amazonian Barred-Woodcreeper) as per AOU (1998).,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,24.7757933950875,17.3845463004384
"2699","7833","103657347",Formicivora intermedia,"1","1","1","Ridgely, 2002; Zimmer & Isler, 2003; Hilty, 2003","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2021","0",, ,"Formicivora grisea intermedia, considered a distinct species in Hilty et al. (2003).","0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,127.271185650836,64.0746484182526
"2700","7841","103657434",Formicivora paludicola,"1","1","1","Buzzetti et al, 2013",Hannah Wheatley (BirdLife International),"2018","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,1.39009413959848,0.043117870303065
"2703","7854","103658699",Drymophila striaticeps,"1","1","1","Ridgely, 2002; Isler et al., 2012; Xeno Canto","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,79.6725064299595,15.8746200650469
"2704","7855","103681244",Elaenia chiriquensis,"1","1","1","Ridgely, 2002; Hilty, 2003; Schulenberg et al, 2010; Pichorim et al, 2014; Xeno Canto; Wiki Aves","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,419.343214225783,599.50343067025
"2706","7857","103681276",Elaenia brachyptera,"1","1","1","Ridgely, 2002; Rheindt et al, 2015","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole [BirdLife International]","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,12.6993624617488,3.16276789777618
"2707","7858","103681177",Elaenia obscura,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,65.8026871580262,27.2720379318832
"2708","7859","103681376",Elaenia olivina,"1","1","1","Ridgely, 2002; Hilty, 2003","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,21.3889436474936,14.8872258486496
"2709","7861","103681315",Elaenia pallatangae,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,74.6380968473923,23.1797739609986
"2710","7862","103681211",Elaenia sordida,"1","1","1","Ridgely, 2002; WikiAves; eBird; Xeno Canto","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,89.7352959128274,178.859460831628
"2711","7870","103657368",Epinecrophylla amazonica,"1","1","1","BirdLife International; Whitney et al, 2013","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,32.9823571779904,64.2724912749608
"2712","7871","103657355",Epinecrophylla haematonota,"1","1","1","BirdLife International; Whitney et al, 2013; Schulenberg et al, 2010","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,65.818596651691,179.505634751022
"2713","7872","103657286",Epinecrophylla hoffmannsi,"1","1","1",BirdLife International,"NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,44.5165192751875,105.450570097935
"2714","7873","103657276",Epinecrophylla ornata,"1","1","1",BirdLife International,"NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,64.1243584583967,64.3198105396106
"2715","7891","103670881",Furnarius leucopus,"1","1","1","Ridgely, 2002; Krabbe, 2004; WikiAves; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,173.481704606776,395.637880955217
"2716","7892","103670838",Furnarius longirostris,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,41.6052018526119,22.1830474736177
"2720","7901","103681074",Euscarthmus fulviceps,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,47.4721499313331,16.8123619273026
"2721","7902","103681055",Euscarthmus meloryphus,"1","1","1","Ridgely, 2002; WikiAves; Xeno Canto","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,246.906660858091,531.844958577181
"2722","7904","103661243",Formicarius analis,"1","1","1","Ridgley, 2003, Hilty 2003, del Hoyo et al. 2003; Howell and Webb, 1995","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",,Yucatan distribution modified based on B. McKinnon (unpubl. data).,Formicarius analis monileger,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,362.508891585576,468.063864750255
"2723","7905","103661247",Formicarius moniliger,"1","1","1","Ridgley, 2003, Hilty 2003, del Hoyo et al. 2003; Howell and Webb, 1995","NatureServe, 2002; Hannah Wheatley (BIrdLife International)","2016","0",,Yucatan distribution modified based on B. McKinnon (unpubl. data).,Formicarius analis monileger,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,52.6520534184702,26.9034025671478
"2724","7906","103657300",Formicivora grisea,"1","1","1","Ridgely, 2002; Zimmer & Isler, 2003; Hilty, 2003; Van Perlo, 2009; WikiAves","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,"Formicivora grisea intermedia, considered a distinct species in Hilty et al. (2003).","0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,271.778798807666,413.781204955563
"2725","7907","103657373",Formicivora serrana,"1","1","1","Ridgely, 2002; Mattos et al, 2009; M.A.S. Alves in litt. 2011; Filho & Amaral, 2011","TNC-Wings, 1999; NatureServe, 2002; Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,22.1906972238983,18.0853997474758
"2727","7921","103680575",Hemitriccus cohnhafti,"1","1","1","Zimmer et al., 2013;  Harvey et al., 2014; Xeno Canto",Hannah Wheatley (BirdLife International),"2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,5.55991682179001,0.812618912627546
"2729","7923","103660906",Grallaricula ferrugineipectus,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,Grallaricula ferrugineipectus ferrugineipectus,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,27.4751911303265,5.74913461148913
"2730","7924","103660917",Grallaricula leymebambae,"1","1","1","Ridgely, 2002; Xeno Canto; Pratolongo et al, 2012","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,Grallaricula ferrugineipectus ferrugineipectus,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,40.0408854340004,5.8664870658661
"2731","7927","22730409",Gymnopithys bicolor,"1","1","1","Ridgley, 2003, del Hoyo et al, 2003; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,122.451314863609,30.2244539628626
"2732","7929","22730404",Gymnopithys leucaspis,"1","1","1","Ridgley, 2003, del Hoyo et al, 2003; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,54.2662669144754,83.7340082391886
"2734","7936","103889800",Henicorhina leucophrys,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,223.886015528659,59.9916543722365
"2735","7937","22699738",Hirundinea ferruginea,"1","1","1","Ridgley, 2003, del Hoyo et al, 2004; Ridgely, 2002; Freeman et al, 2012; Donegan et al, 2007; McMullan & Donegan, 2014; Wiki Aves","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,111.453828637022,74.8122604307825
"2736","7938","103657630",Herpsilochmus praedictus,"1","1","1","Cohn-Haft & Bravo, 2013",Hannah Wheatley (BirdLife International),"2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,21.7371129511644,22.1267632326662
"2737","7939","103657630",Herpsilochmus praedictus,"3","1","1","Cohn-Haft & Bravo, 2013",Hannah Wheatley (BirdLife International),"2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,17.6397763782596,6.80736095828571
"2738","7940","103657703",Herpsilochmus rufimarginatus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,49.54025850971,60.3106180822355
"2739","7946","103672251",Automolus virgatus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Cuervo et al., 2008; McMullan et al., 2010","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,88.1843603081092,16.5509391085113
"2740","7949","103693709",Hylophilus griseiventris,"1","1","1","Ridgely, 2002; Schulenberg et al., 2010; Xeno Canto; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,145.285522359806,260.723530283871
"2741","7950","103661301",Hylexetastes perrotii,"1","1","1","Ridgely, 2002; Map of Life; eBird","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,78.8630470967872,240.254816578158
"2742","7953","103672218",Automolus subulatus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,84.4188413308894,268.476526692324
"2744","7955","103693800",Tunchiornis luteifrons,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2021","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,111.21720259144,102.359261269851
"2745","7956","103693796",Tunchiornis ochraceiceps,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2021","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,282.773305085879,391.896527990001
"2746","7957","103693705",Hylophilus thoracicus,"1","1","1","Ridgely, 2002; Xeno Canto; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,29.2794693711113,12.1880126639311
"2747","7958","103693676",Hylophilus viridiflavus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Angehr & Dean, 2010","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2021","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,28.6547254132376,3.24781215902639
"2748","7974","103776515",Melozone biarcuata,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,23.7069028883723,7.22116286790341
"2751","7980","103778667",Junco phaeonotus,"1","1","1","Howell and Webb, 1995; Rising, 2011","NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,84.0922187141864,46.9938480908727
"2752","7982","103683052",Knipolegus aterrimus,"1","1","1","Ridgely, 2002; Schulenberg et al., 2010",Hannah Wheatley (BirdLife International),"2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,96.0690118851157,136.552203000475
"2754","7984","103682943",Knipolegus orenocensis,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,50.6486391971358,21.016457705476
"2755","7985","103682965",Knipolegus sclateri,"1","1","1","Ridgely, 2002; Schulenberg et al., 2010; Harvey et al., 2014; eBird","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,78.7584262863167,22.1907025507771
"2756","7986","103683026",Knipolegus signatus,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,16.4620151274266,2.64186174142009
"2757","8005","22700705",Laniisoma elegans,"4","1","1","Ridgely, 2002",BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,9.59880927339847,2.01466506634072
"2758","8006","103776706",Melozone leucotis,"1","1","1","Howell and Webb, 1995; eBird 2016","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,8.5919072174638,0.941595681680612
"2759","8007","22728535",Laniisoma buckleyi,"1","1","1","Ridgely & Greenfield, 2001; Ridgely, 2002; Hilty, 2003; Restall, 2006; Schulenberg et al., 2010; McMullan et al., 2014; Xeno Canto",Hannah Wheatley (BirdLife International),"2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,27.9915354578268,2.96479225390177
